leg,issueDate,targetDate,entryTradeDate,exitTradeDate,direction,sourceId,thesisKind,leadDays,weightedAnomalyF,coveragePct,extremeCount,confidence,realizedMovePct
weather-follow,2025-06-16,2025-06-23,2025-06-18,2025-06-18,long,gfs-single,summer-heat-long,7,13.699,0.8962,7,0.815,
weather-follow,2025-06-16,2025-06-23,2025-06-20,2025-06-20,long,gfs-single,summer-heat-long,7,13.699,0.8962,7,0.815,
weather-follow,2025-06-17,2025-06-24,2025-06-23,2025-06-23,long,gfs-single,summer-heat-long,7,14.433,0.8302,6,0.815,
weather-reversion,2025-06-17,2025-06-24,2025-06-24,2025-06-24,long,gfs-single,reversion-long,7,14.433,0.8302,6,0.815,-4.2093
weather-follow,2025-06-23,2025-06-30,2025-06-25,2025-06-25,long,gfs-single,summer-heat-long,7,8.678,0.5943,2,0.6726,
weather-follow,2025-06-23,2025-06-30,2025-06-26,2025-06-26,long,gfs-single,summer-heat-long,7,8.678,0.5943,2,0.6726,
weather-follow,2025-06-25,2025-07-02,2025-06-27,2025-06-27,long,gfs-single,summer-heat-long,7,6.622,0.5,0,0.3598,
weather-follow,2025-06-29,2025-07-06,2025-06-30,2025-06-30,long,gfs-single,summer-heat-long,7,8.784,0.6321,1,0.6361,
weather-follow,2025-06-29,2025-07-06,2025-07-01,2025-07-01,long,gfs-single,summer-heat-long,7,8.784,0.6321,1,0.6361,
weather-follow,2025-06-29,2025-07-06,2025-07-02,2025-07-02,long,gfs-single,summer-heat-long,7,8.784,0.6321,1,0.6361,
weather-follow,2025-06-30,2025-07-07,2025-07-03,2025-07-03,long,gfs-single,summer-heat-long,7,7.609,0.4811,2,0.5303,
weather-follow,2025-07-08,2025-07-15,2025-07-09,2025-07-09,long,gfs-single,summer-heat-long,7,9.004,0.4717,2,0.5946,
weather-follow,2025-07-08,2025-07-15,2025-07-10,2025-07-10,long,gfs-single,summer-heat-long,7,9.004,0.4717,2,0.5946,
weather-follow,2025-07-08,2025-07-15,2025-07-11,2025-07-11,long,gfs-single,summer-heat-long,7,9.004,0.4717,2,0.5946,
weather-follow,2025-07-10,2025-07-17,2025-07-14,2025-07-14,long,gfs-single,summer-heat-long,7,5.519,0.4528,1,0.3517,
weather-follow,2025-07-10,2025-07-17,2025-07-15,2025-07-15,long,gfs-single,summer-heat-long,7,5.519,0.4528,1,0.3517,
weather-reversion,2025-07-10,2025-07-17,2025-07-16,2025-07-16,short,gfs-single,reversion-short,7,5.519,0.4528,1,0.3517,5.3559
weather-follow,2025-07-16,2025-07-23,2025-07-17,2025-07-17,long,gfs-single,summer-heat-long,7,8.679,0.5377,2,0.6334,
weather-follow,2025-07-17,2025-07-24,2025-07-18,2025-07-18,long,gfs-single,summer-heat-long,7,8.639,0.566,3,0.6964,
weather-follow,2025-07-18,2025-07-25,2025-07-21,2025-07-21,long,gfs-single,summer-heat-long,7,10.674,0.7547,4,0.8082,
weather-follow,2025-07-18,2025-07-25,2025-07-22,2025-07-22,long,gfs-single,summer-heat-long,7,10.674,0.7547,4,0.8082,
weather-follow,2025-07-22,2025-07-29,2025-07-23,2025-07-23,long,gfs-single,summer-heat-long,7,12.878,0.9434,8,0.815,
weather-follow,2025-07-22,2025-07-29,2025-07-24,2025-07-24,long,gfs-single,summer-heat-long,7,12.878,0.9434,8,0.815,
weather-follow,2025-07-22,2025-07-29,2025-07-25,2025-07-25,long,gfs-single,summer-heat-long,7,12.878,0.9434,8,0.815,
weather-reversion,2025-07-22,2025-07-29,2025-07-28,2025-07-28,long,gfs-single,reversion-long,7,12.878,0.9434,8,0.815,-4.4229
weather-follow,2025-07-24,2025-07-31,2025-07-29,2025-07-29,long,gfs-single,summer-heat-long,7,8.794,0.6415,3,0.7415,
weather-follow,2025-08-05,2025-08-12,2025-08-06,2025-08-06,long,gfs-single,summer-heat-long,7,7.453,0.3962,3,0.4887,
weather-follow,2025-08-06,2025-08-13,2025-08-07,2025-08-07,long,gfs-single,summer-heat-long,7,10.241,0.6981,2,0.7705,
weather-follow,2025-08-07,2025-08-14,2025-08-08,2025-08-08,long,gfs-single,summer-heat-long,7,12.987,0.8679,7,0.815,
weather-follow,2025-08-07,2025-08-14,2025-08-11,2025-08-11,long,gfs-single,summer-heat-long,7,12.987,0.8679,7,0.815,
weather-follow,2025-08-07,2025-08-14,2025-08-12,2025-08-12,long,gfs-single,summer-heat-long,7,12.987,0.8679,7,0.815,
weather-reversion,2025-08-07,2025-08-14,2025-08-13,2025-08-13,long,gfs-single,reversion-long,7,12.987,0.8679,7,0.815,-9.2387
weather-follow,2025-08-11,2025-08-18,2025-08-14,2025-08-14,long,gfs-single,summer-heat-long,7,8.308,0.5566,2,0.6286,
weather-follow,2025-08-12,2025-08-19,2025-08-15,2025-08-15,long,gfs-single,summer-heat-long,7,7.401,0.5189,1,0.4859,
weather-reversion,2025-08-12,2025-08-19,2025-08-18,2025-08-18,short,gfs-single,reversion-short,7,7.401,0.5189,1,0.4859,4.4788
weather-follow,2025-09-07,2025-09-14,2025-09-08,2025-09-08,long,gfs-single,summer-heat-long,7,7.76,0.4717,5,0.6453,
weather-follow,2025-09-07,2025-09-14,2025-09-09,2025-09-09,long,gfs-single,summer-heat-long,7,7.76,0.4717,5,0.6453,
weather-follow,2025-09-09,2025-09-16,2025-09-10,2025-09-10,long,gfs-single,summer-heat-long,7,12.166,0.6321,9,0.8141,
weather-follow,2025-09-09,2025-09-16,2025-09-11,2025-09-11,long,gfs-single,summer-heat-long,7,12.166,0.6321,9,0.8141,
weather-follow,2025-09-09,2025-09-16,2025-09-12,2025-09-12,long,gfs-single,summer-heat-long,7,12.166,0.6321,9,0.8141,
weather-follow,2025-09-13,2025-09-20,2025-09-15,2025-09-15,long,gfs-single,summer-heat-long,7,11.425,0.7925,5,0.8135,
weather-follow,2025-09-13,2025-09-20,2025-09-16,2025-09-16,long,gfs-single,summer-heat-long,7,11.425,0.7925,5,0.8135,
weather-follow,2025-09-13,2025-09-20,2025-09-17,2025-09-17,long,gfs-single,summer-heat-long,7,11.425,0.7925,5,0.8135,
weather-reversion,2025-09-13,2025-09-20,2025-09-18,2025-09-18,short,gfs-single,reversion-short,7,11.425,0.7925,5,0.8135,4.7162
weather-follow,2025-09-16,2025-09-23,2025-09-19,2025-09-19,long,gfs-single,summer-heat-long,7,8.059,0.4151,4,0.5766,
weather-follow,2025-09-18,2025-09-25,2025-09-22,2025-09-22,long,gfs-single,summer-heat-long,7,7.186,0.6038,0,0.4315,
weather-follow,2025-09-22,2025-09-29,2025-09-23,2025-09-23,long,gfs-single,summer-heat-long,7,9.844,0.6038,4,0.776,
weather-follow,2025-09-23,2025-09-30,2025-09-24,2025-09-24,long,gfs-single,summer-heat-long,7,11.167,0.783,4,0.8112,
weather-follow,2025-09-23,2025-09-30,2025-09-25,2025-09-25,long,gfs-single,summer-heat-long,7,11.167,0.783,4,0.8112,
weather-follow,2025-09-23,2025-09-30,2025-09-26,2025-09-26,long,gfs-single,summer-heat-long,7,11.167,0.783,4,0.8112,
