policyId,policyType,lookbackSessions,thresholdPct,retentionFraction,direction,scenarioId,isSelectionScenario,selectionEligible,selectionScore,selectionRank,selectionUsedHoldout,incrementalAnnualizedTurnover,trainSessions,trainTotalReturnPct,trainCagrPct,trainSharpe,trainMaxDrawdownPct,trainCalmar,trainTotalTurnover,trainGasTurnover,trainIndexTurnover,trainOpenGasTurnover,trainCloseGasTurnover,trainTradingCostPct,trainOpenTradingCostPct,trainCloseTradingCostPct,trainGuardedSessions,validationSessions,validationTotalReturnPct,validationCagrPct,validationSharpe,validationMaxDrawdownPct,validationCalmar,validationTotalTurnover,validationGasTurnover,validationIndexTurnover,validationOpenGasTurnover,validationCloseGasTurnover,validationTradingCostPct,validationOpenTradingCostPct,validationCloseTradingCostPct,validationGuardedSessions,preHoldoutSessions,preHoldoutTotalReturnPct,preHoldoutCagrPct,preHoldoutSharpe,preHoldoutMaxDrawdownPct,preHoldoutCalmar,preHoldoutTotalTurnover,preHoldoutGasTurnover,preHoldoutIndexTurnover,preHoldoutOpenGasTurnover,preHoldoutCloseGasTurnover,preHoldoutTradingCostPct,preHoldoutOpenTradingCostPct,preHoldoutCloseTradingCostPct,preHoldoutGuardedSessions,holdoutSessions,holdoutTotalReturnPct,holdoutCagrPct,holdoutSharpe,holdoutMaxDrawdownPct,holdoutCalmar,holdoutTotalTurnover,holdoutGasTurnover,holdoutIndexTurnover,holdoutOpenGasTurnover,holdoutCloseGasTurnover,holdoutTradingCostPct,holdoutOpenTradingCostPct,holdoutCloseTradingCostPct,holdoutGuardedSessions,allSessions,allTotalReturnPct,allCagrPct,allSharpe,allMaxDrawdownPct,allCalmar,allTotalTurnover,allGasTurnover,allIndexTurnover,allOpenGasTurnover,allCloseGasTurnover,allTradingCostPct,allOpenTradingCostPct,allCloseTradingCostPct,allGuardedSessions
gap-ma20-threshold2p5-cash-flat,lagged-mean-absolute-gap,20,2.5,,,baseline,true,true,1.81183162,14,false,8.77987181,753,66.50684733,18.65012597,0.94824149,-24.90667529,0.7488003,140.12023483,86.20051545,53.91971939,62.38008738,23.82042807,3.29806829,2.53487764,0.76319065,270,252,31.05217699,31.17393624,1.61540229,-8.53851818,3.65097732,69.54625868,41.57349812,27.97276056,32.27909883,9.29439929,1.61030447,1.31376157,0.2965429,53,1005,118.21084827,21.60506645,1.09879492,-24.90667529,0.8674408,209.66649351,127.77401357,81.89247994,94.65918621,33.11482736,4.90837276,3.84863921,1.05973355,323,382,68.20063975,40.54648099,1.84173524,-16.68183855,2.43057627,79.05770681,48.27812034,30.77958647,36.67497788,11.60314246,1.85602071,1.48310805,0.37291266,85,1387,267.03204279,26.54933162,1.304562,-24.90667529,1.06595245,288.72420032,176.05213391,112.67206641,131.33416408,44.71796982,6.76439347,5.33174726,1.43264621,408
gap-ma20-threshold2p5-cash-flat,lagged-mean-absolute-gap,20,2.5,,,elevated,false,false,,,false,,753,63.06298735,17.82131954,0.91353364,-25.45626238,0.70007605,140.12511545,86.20341911,53.92169634,62.3808717,23.82254741,5.38934766,4.1968625,1.19248516,270,252,29.71168361,29.82761353,1.5572318,-8.59206648,3.47152965,69.54918457,41.57527891,27.97390566,32.27982905,9.29544986,2.63866457,2.17531627,0.4633483,53,1005,111.51174624,20.65821978,1.05881694,-25.45626238,0.81151818,209.67430002,127.77869802,81.895602,94.66070075,33.11799727,8.02801224,6.37217878,1.65583346,323,382,66.24367065,39.47395275,1.80287478,-16.75677318,2.35570132,79.06109993,48.27969175,30.78140818,36.67556726,11.60412448,3.03492316,2.45224558,0.58267757,85,1387,251.62489081,25.5703912,1.26485495,-25.45626238,1.00448333,288.73539995,176.05838977,112.67701018,131.33626801,44.72212176,11.06293539,8.82442436,2.23851103,408
gap-ma20-threshold2p5-cash-flat,lagged-mean-absolute-gap,20,2.5,,,stress,false,false,,,false,,753,52.66461325,15.24597117,0.8041036,-27.06452538,0.56331936,140.13940229,86.21270466,53.92669763,62.38416323,23.82854143,11.31880519,8.93383631,2.38496888,270,252,25.32685186,25.4240501,1.36200384,-8.84812066,2.8733842,69.56147042,41.58123095,27.98023947,32.28276089,9.29847006,5.55795743,4.63126075,0.92669668,53,1005,91.32975369,17.66275888,0.93015173,-27.06452538,0.65261661,209.7008727,127.79393561,81.90693709,94.66692411,33.1270115,16.87676262,13.56509706,3.31166556,323,382,59.71970568,35.86648887,1.67014818,-17.07516872,2.10050568,79.07088895,48.28584244,30.78504651,36.67890242,11.60694002,6.37855199,5.21318902,1.16536297,85,1387,205.59131947,22.41993215,1.13489019,-27.06452538,0.82838815,288.77176165,176.07977805,112.6919836,131.34582653,44.73395152,23.2553146,18.77828607,4.47702853,408
gap-ma20-threshold2p75-cash-flat,lagged-mean-absolute-gap,20,2.75,,,baseline,true,true,1.9555246,13,false,6.13614897,753,64.97400815,18.28265048,0.93101274,-27.20575648,0.67201405,134.95832182,81.04782388,53.91049794,62.57440932,18.47341455,3.1339252,2.54068333,0.59324187,196,252,34.97963614,35.11874502,1.73257248,-9.3279213,3.7649058,64.16475322,36.17676852,27.9879847,30.69479442,5.4819741,1.43758571,1.2635234,0.17406231,31,1005,122.68131593,22.22486737,1.11677583,-27.20575648,0.81691782,199.12307504,117.22459239,81.89848265,93.26920374,23.95538865,4.57151091,3.80420673,0.76730418,227,382,73.48843956,43.42316172,1.90097461,-16.68178888,2.60302789,74.97452344,44.16906904,30.8054544,35.79036453,8.37870451,1.72396195,1.45453129,0.26943066,65,1387,286.32634021,27.72887161,1.3365464,-27.20575648,1.0192281,274.09759848,161.39366143,112.70393705,129.05956827,32.33409316,6.29547287,5.25873803,1.03673484,292
gap-ma20-threshold2p75-cash-flat,lagged-mean-absolute-gap,20,2.75,,,elevated,false,false,,,false,,753,61.71375224,17.49343839,0.89802103,-27.72041478,0.63106698,134.96436809,81.05052648,53.91384161,62.57542205,18.47510443,5.13279525,4.20585498,0.92694026,196,252,33.72772203,33.8612572,1.68125364,-9.39055419,3.60588486,64.16753367,36.17812209,27.98941158,30.69549089,5.4826312,2.3689124,2.09694008,0.27197232,31,1005,116.25611708,21.33106314,1.07960737,-27.72041478,0.76950736,199.13190176,117.22864857,81.90325319,93.27091294,23.95773563,7.50170764,6.30279506,1.19891258,227,382,71.59544606,42.3968587,1.86529054,-16.75669419,2.53014456,74.97782997,44.17053278,30.80729718,35.7910941,8.37943869,2.82864508,2.40765952,0.42098557,65,1387,271.08564875,26.80128862,1.29978663,-27.72041478,0.96684299,274.10973173,161.39918135,112.71055037,129.06200703,32.33717432,10.33035272,8.71045458,1.61989815,292
gap-ma20-threshold2p75-cash-flat,lagged-mean-absolute-gap,20,2.75,,,stress,false,false,,,false,,753,51.6077331,14.97775977,0.79128976,-29.27509562,0.51162121,134.98027483,81.05938517,53.92088966,62.57950119,18.47988398,10.80562343,8.95174403,1.8538794,196,252,29.3418715,29.45620162,1.4979247,-9.58196808,3.07412855,64.18011089,36.18295117,27.99715972,30.69845263,5.48449854,5.01879596,4.47485166,0.5439443,31,1005,96.09227934,18.39022653,0.95531348,-29.27509562,0.62818673,199.16038572,117.24233634,81.91804938,93.27795382,23.96438252,15.82441939,13.42659569,2.3978237,227,382,65.13291252,38.86325557,1.74062015,-17.07500279,2.27603217,74.98763706,44.17641409,30.81122298,35.79490176,8.38151232,5.96618056,5.12420943,0.84197112,65,1387,223.8128921,23.71062669,1.17534074,-29.27509562,0.80992482,274.14802279,161.41875043,112.72927236,129.07285558,32.34589485,21.79059995,18.55080512,3.23979482,292
gap-ma20-threshold3-cash-flat,lagged-mean-absolute-gap,20,3,,,baseline,true,true,1.50050319,17,false,3.21471459,753,69.90478168,19.45678768,0.97116612,-24.93500271,0.7803002,124.64911724,70.73913187,53.90998537,58.97838002,11.76075185,2.8032914,2.42540247,0.37788894,132,252,30.51133077,30.63073235,1.51500048,-9.08461953,3.37171328,62.82299927,34.85679071,27.96620855,31.45610974,3.40068098,1.39576501,1.28650828,0.10925674,19,1005,121.74499161,22.09582924,1.09867398,-24.93500271,0.88613703,187.47211651,105.59592258,81.87619392,90.43448976,15.16143283,4.19905642,3.71191075,0.48714567,151,382,77.81756554,45.75581373,1.97355956,-16.68178888,2.74286014,72.84861257,42.03878037,30.80983221,35.32208052,6.71669984,1.6560857,1.43979939,0.21628631,50,1387,294.30154578,28.20237171,1.34216128,-24.93500271,1.13103544,260.32072908,147.63470295,112.68602613,125.75657028,21.87813267,5.85514212,5.15171013,0.70343198,201
gap-ma20-threshold3-cash-flat,lagged-mean-absolute-gap,20,3,,,elevated,false,false,,,false,,753,66.86050124,18.73458977,0.94162245,-25.33236008,0.73955169,124.6544243,70.74109143,53.91333287,58.97930197,11.76178946,4.61613159,4.02568024,0.59045135,132,252,29.33093611,29.44521897,1.46626276,-9.11535815,3.23028657,62.82594936,34.85808108,27.96786828,31.45705187,3.40102921,2.30339883,2.13268519,0.17071364,19,1005,115.80224824,21.26717703,1.06466896,-25.33236008,0.83952608,187.48037366,105.59917251,81.88120114,90.43635384,15.16281867,6.91953042,6.15836543,0.76116498,151,382,75.94513776,44.7493336,1.93932646,-16.75669419,2.67053472,72.8516407,42.04006986,30.81157083,35.32276473,6.71730513,2.72260608,2.38465855,0.33794753,50,1387,279.69356296,27.32893717,1.30808378,-25.33236008,1.07881528,260.33201435,147.63924238,112.69277198,125.75911857,21.8801238,9.6421365,8.54302399,1.09911251,201
gap-ma20-threshold3-cash-flat,lagged-mean-absolute-gap,20,3,,,stress,false,false,,,false,,753,57.19822038,16.38269918,0.84406826,-26.58883227,0.61614963,124.6631721,70.74794565,53.91522646,58.98320909,11.76473656,9.77192656,8.59102472,1.18090185,132,252,25.06739237,25.16349862,1.28651714,-9.22069229,2.72902488,62.83981162,34.86300795,27.97680367,31.46099473,3.40201322,4.88750371,4.54607654,0.34142717,19,1005,96.60371508,18.46755745,0.94795126,-26.58883227,0.69456068,187.50298372,105.6109536,81.89203012,90.44420382,15.16674978,14.65943027,13.13710126,1.52232901,151,382,69.38048645,41.19101987,1.81660516,-17.07500279,2.41235802,72.86094231,42.04571338,30.81522893,35.32667666,6.71903672,5.75414887,5.07825368,0.67589519,50,1387,233.00832899,24.33951924,1.18962102,-26.58883227,0.91540384,260.36392603,147.65666698,112.70725905,125.77088048,21.8857865,20.41357914,18.21535493,2.19822421,201
gap-ma20-threshold3p25-cash-flat,lagged-mean-absolute-gap,20,3.25,,,baseline,true,false,-0.19733623,43,false,2.12120435,753,66.02930142,18.5358834,0.92207883,-27.63105711,0.67083512,120.28848643,66.37743309,53.91105335,57.43906568,8.93836741,2.66239068,2.37552281,0.28686788,96,252,24.38474291,24.47798496,1.24712412,-11.66969341,2.09756881,62.82260707,34.82723945,27.99536763,31.81164336,3.01559608,1.39279051,1.29670591,0.09608461,15,1005,106.51511973,19.93726137,0.99785711,-27.63105711,0.72155261,183.11109351,101.20467254,81.90642097,89.25070904,11.95396349,4.0551812,3.67222871,0.38295248,111,382,81.95263272,47.96564963,2.02519591,-16.68178888,2.8753301,72.2646592,41.43940841,30.82525079,35.50268902,5.93671939,1.63678225,1.44565726,0.19112499,42,1387,275.75969733,27.08902746,1.28324726,-27.63105711,0.98038332,255.37575271,142.64408095,112.73167176,124.75339806,17.89068288,5.69196345,5.11788598,0.57407748,153
gap-ma20-threshold3p25-cash-flat,lagged-mean-absolute-gap,20,3.25,,,elevated,false,false,,,false,,753,63.18232123,17.85023226,0.89422336,-27.98433039,0.63786526,120.29367684,66.37908027,53.91459657,57.43995629,8.93912399,4.39600389,3.94777293,0.44823095,96,252,23.25955514,23.34810445,1.19864386,-11.75135882,1.98684295,62.82552765,34.82856288,27.99696477,31.81262551,3.01593738,2.29883876,2.14870672,0.15013204,15,1005,101.13780321,19.14661984,0.96522583,-27.98433039,0.68419074,183.11920449,101.20764315,81.91156134,89.25258179,11.95506136,6.69484264,6.09647965,0.59836299,111,382,80.0564879,46.95450161,1.99166075,-16.75669419,2.80213395,72.26788758,41.44068438,30.8272032,35.5034199,5.93726449,2.69251313,2.39388018,0.29863296,42,1387,262.16166431,26.24357543,1.2503487,-27.98433039,0.93779537,255.38709207,142.64832754,112.73876453,124.75600169,17.89232585,9.38735578,8.49035983,0.89699595,153
gap-ma20-threshold3p25-cash-flat,lagged-mean-absolute-gap,20,3.25,,,stress,false,false,,,false,,753,53.93245241,15.5660959,0.80016913,-29.13322437,0.53430735,120.30179413,66.38533522,53.91645891,57.44392555,8.94140967,9.33173981,8.43527867,0.89646114,96,252,19.19547776,19.26737473,1.02036471,-11.99846098,1.60582051,62.83930824,34.83358195,28.00572629,31.8166827,3.01689925,4.87858212,4.57831894,0.30026318,15,1005,83.48052208,16.43362119,0.85158219,-29.13322437,0.56408522,183.14110237,101.21891718,81.92218519,89.26060825,11.95830893,14.21032193,13.01359761,1.19672432,111,382,73.3907789,43.37030908,1.87122998,-17.07500279,2.5399884,72.27774534,41.44629105,30.83145429,35.50748818,5.93880287,5.69415228,5.09688642,0.59726586,42,1387,218.13830636,23.31519655,1.13471507,-29.13322437,0.80029578,255.41884771,142.66520822,112.75363949,124.76809643,17.89711179,19.90447421,18.11048402,1.79399018,153
gap-ma20-threshold3p5-cash-flat,lagged-mean-absolute-gap,20,3.5,,,baseline,true,false,-0.05740038,40,false,1.38096566,753,70.28526454,19.54644376,0.96357562,-28.02480576,0.69746938,118.37827738,64.44317372,53.93510365,56.901857,7.54131672,2.60083489,2.35885463,0.24198026,81,252,24.6515387,24.74589861,1.25909462,-11.48007227,2.15555251,61.78067376,33.78440446,27.9962693,31.29088552,2.49351893,1.36002289,1.28010124,0.07992165,11,1005,112.26320242,20.76553949,1.0324525,-28.02480576,0.74096997,180.15895113,98.22757818,81.93137295,88.19274253,10.03483565,3.96085778,3.63895587,0.32190191,92,382,81.95263272,47.96564963,2.02519591,-16.68178888,2.8753301,72.2646592,41.43940841,30.82525079,35.50268902,5.93671939,1.63678225,1.44565726,0.19112499,37,1387,286.21848511,27.72241344,1.30841455,-28.02480576,0.98920983,252.42361033,139.66698659,112.75662374,123.69543155,15.97155504,5.59764004,5.08461313,0.51302691,129
gap-ma20-threshold3p5-cash-flat,lagged-mean-absolute-gap,20,3.5,,,elevated,false,false,,,false,,753,67.42360173,18.8688309,0.93627096,-28.36958789,0.66510768,118.38337127,64.44452634,53.93884493,56.90262747,7.54189888,4.2999367,3.92184264,0.37809405,81,252,23.547234,23.63697976,1.2116883,-11.54520834,2.04734112,61.78343497,33.78548801,27.99794696,31.29177416,2.49371385,2.24764046,2.12276289,0.12487757,11,1005,106.84722901,19.98558421,1.00048376,-28.36958789,0.70447214,180.16680624,98.23001435,81.93679189,88.19440162,10.03561273,6.54757716,6.04460553,0.50297163,92,382,80.0564879,46.95450161,1.99166075,-16.75669419,2.80213395,72.26788758,41.44068438,30.8272032,35.5034199,5.93726449,2.69251313,2.39388018,0.29863296,37,1387,272.44185589,26.88508223,1.27600088,-28.36958789,0.94767264,252.43469382,139.67069873,112.76399508,123.69782152,15.97287721,9.24009029,8.43848571,0.80160459,129
gap-ma20-threshold3p5-cash-flat,lagged-mean-absolute-gap,20,3.5,,,stress,false,false,,,false,,753,58.02919969,16.58868249,0.84314187,-29.49938442,0.56233995,118.39129642,64.44999862,53.9412978,56.90635668,7.54364194,9.13987799,8.38369059,0.7561874,81,252,19.51890065,19.59210555,1.03549441,-11.75944723,1.66607368,61.79678714,33.78991741,28.00686973,31.29556913,2.49434828,4.77617832,4.52642319,0.24975513,11,1005,88.87476218,17.28245072,0.88801281,-29.49938442,0.58585801,180.18808356,98.23991603,81.94816753,88.20192581,10.03799022,13.91605631,12.91011378,1.00594254,92,382,73.3907789,43.37030908,1.87122998,-17.07500279,2.5399884,72.27774534,41.44629105,30.83145429,35.50748818,5.93880287,5.69415228,5.09688642,0.59726586,37,1387,227.49142129,23.96394143,1.16123009,-29.49938442,0.81235395,252.46582889,139.68620707,112.77962182,123.70941399,15.97679308,19.61020859,18.00700019,1.6032084,129
