strategyId,variant,componentStrategyId,componentVariant,researchInstrument,signalInstrument,componentGrossReturnPct,componentTradingCostPct,componentNetReturnPct,signalDate,issueDate,targetDate,entryTradeDate,exitTradeDate,targetTradeDate,direction,sourceId,windowId,thesisKind,priorCloseThesisKind,leadDays,confidence,weightedAnomalyF,coolingDemandAnomalyF,coolingDemandCoveragePct,coolingDemandExtremeCount,coveragePct,coldCoveragePct,warmCoveragePct,extremeCount,storageDate,storageReleaseAt,storageBcf,storageSeasonalAverageBcf,storageSeasonalDiffPct,storageDeficitHeatTilt,heatSizeMultiplier,indexFraction,ungPosition,ungReturnPct,indexReturnPct,grossReturnPct,tradingCostPct,netReturnPct,componentMaterialRow,executionInstrument,executionPriceConvention,priorUngPosition,deployedUngPosition,deployedVooPosition,deployedQqqmPosition,ungOvernightReturnPct,ungIntradayReturnPct,vooReturnPct,qqqmReturnPct,indexOvernightReturnPct,indexIntradayReturnPct,overnightPortfolioReturnPct,intradayPortfolioReturnPct,priorCloseReturnContributionPct,currentSessionReturnContributionPct,gasTargetTurnover,vooTargetTurnover,qqqmTargetTurnover,gasTurnover,vooTurnover,qqqmTurnover,indexTurnover,totalTurnover,gasTradingCostPct,vooTradingCostPct,qqqmTradingCostPct,borrowCostPct,frictionContractId,frictionScenarioId,equity,equityPct,drawdownPct,rank,realizedMovePct,reversionDemandMode,weatherResolutionMode,weatherResolutionSource,weatherResolutionIssueDate,weatherResolutionSourceIds,weatherResolutionOriginalAnomalyF,weatherResolutionAnomalyF,weatherResolutionShiftF,weatherResolutionAction,weatherResolutionScale,priorCloseComponentThesisKinds,investedIndexFraction,cashFraction,indexRiskMode,indexRiskOn,sourceStrategyId,blendLeg,followPosition,reversionPosition,componentThesisKinds,positionPolicy,holdPeriodPolicy,holdPeriodAction,holdPeriodParentDay,holdPeriodLimit,followFreshnessPolicy,followFreshnessAction,followFreshnessAgeDays,weatherResolutionPolicy,weatherResolutionAvailableFromDate,weatherResolutionReliefF,coldFollowStoragePolicy,coldFollowStorageAction,coldFollowStorageMinSeasonDrawdownBcf,coldFollowStorageMaxStorageVsSeasonalAverageBcf,heatingDemandPolicy,heatingDemandAction,heatingDemandAnomalyF,heatingDemandScale,coldDemandCoveragePct,warmDemandCoveragePct,storageReleaseDate,storageAvailableFromDate,storageSeasonPeakBcf,storageSeasonDrawdownBcf,storageVsSeasonalAverageBcf,storageSeasonalPercentile,storageWeeklyChangeBcf,storageWeeklyChangeVsSeasonalAverageBcf,overlayRiskMultiplier,effectiveOverlayCap,materialRow,activeReturnPct,componentSplit,split
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,0.0734,0,0.0734,2021-09-29,2021-09-29,2021-09-29,2021-09-29,2021-09-29,2021-09-29,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2021-09-17,2021-09-23T14:30:00.000Z,3082,3334,-7.5585,true,1,1,0,-6.4548,0.0746,0.0734,0,0.0734,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78414773,0.19483806,-3.67427901,-2.88659524,0.15745574,-0.25667986,0.30567368,-0.23037537,0.29928388,-0.22519656,0.29928388,-0.22587053,0,0.00000199,0.0010791,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,128424.87,28.4249,-2.0313,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,-0.0012,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,-1.0676,0,-1.0676,2021-09-30,2021-09-30,2021-09-30,2021-09-30,2021-09-30,2021-09-30,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2021-09-17,2021-09-23T14:30:00.000Z,3082,3334,-7.5585,true,1,1,0,7.0064,-1.0892,-1.0676,0,-1.0676,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78451595,0.1944993,1.53927285,5.3842171,-1.26670598,-0.37922446,0.37454242,-1.45844965,0.36645341,-1.4288264,0.36645341,-1.43406238,0,0.0006604,0.00172205,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,127053.8,27.0538,-3.0773,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0.0216,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,1.0595,0,1.0595,2021-10-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2021-09-24,2021-09-30T14:30:00.000Z,3170,3409.4,-7.0218,true,1,1,0,-4.3651,1.0825,1.0595,0,1.0595,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.7835655,0.19523079,-2.48015875,-1.93285434,1.19675069,0.6254069,0.41062739,0.66897861,0.40191558,0.65495336,0.40191558,0.65758572,0,0.00091869,0.00037024,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,128399.94,28.3999,-2.0504,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,-0.023,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,-1.3621,0,-1.3621,2021-10-04,2021-10-04,2021-10-04,2021-10-04,2021-10-04,2021-10-04,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2021-09-24,2021-09-30T14:30:00.000Z,3170,3409.4,-7.0218,true,1,1,0,5.7573,-1.3922,-1.3621,0,-1.3621,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78446459,0.19440814,6.17219183,-0.39081547,-1.2302268,-2.04015548,-0.2977396,-1.09796057,-0.29123226,-1.07397222,-0.29123226,-1.07084446,0,0.00014481,0.00121055,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,126651,26.651,-3.3845,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0.0301,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,1.0142,0,1.0142,2021-10-05,2021-10-05,2021-10-05,2021-10-05,2021-10-05,2021-10-05,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2021-09-24,2021-09-30T14:30:00.000Z,3170,3409.4,-7.0218,true,1,1,0,6.8171,1.0352,1.0142,0,1.0142,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.784,0.196,3.28592495,3.4188093,0.97158176,1.28960545,0.32639524,0.70653633,0.31960768,0.69240561,0.31960768,0.69457813,0,0.00119299,0.00254962,0,0.00137195,0.00266054,0.00403249,0.00403249,0,0.00001376,0.00002669,0,qore-causal-etf-execution-v2,baseline,127935.5,27.9355,-2.4047,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,-0.021,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,0.4823,0,0.4823,2021-10-06,2021-10-06,2021-10-06,2021-10-06,2021-10-06,2021-10-06,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2021-09-24,2021-09-30T14:30:00.000Z,3170,3409.4,-7.0218,true,1,1,0,-9.3205,0.4919,0.4823,0,0.4823,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78350424,0.19646272,-6.51974303,-2.99607363,0.44468674,0.68081711,-0.87060531,1.3745357,-0.85337195,1.34715691,-0.85337195,1.33566065,0,0.00050924,0.00064716,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,128552.53,28.5525,-1.934,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,-0.0096,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,0.8471,0,0.8471,2021-10-07,2021-10-07,2021-10-07,2021-10-07,2021-10-07,2021-10-07,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2021-09-24,2021-09-30T14:30:00.000Z,3170,3409.4,-7.0218,true,1,1,0,0.7595,0.8641,0.8471,0,0.8471,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78323563,0.196,-1.21518871,1.99897173,0.86040507,0.87908265,0.82677324,0.03706437,0.81048693,0.03628895,0.81048693,0.0365714,0,0.00080243,0.00103568,0,0,0.00115655,0.00115655,0.00115655,0,0,0.00001166,0,qore-causal-etf-execution-v2,baseline,129641.5,29.6415,-1.1032,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,-0.0171,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,-0.2435,0,-0.2435,2021-10-08,2021-10-08,2021-10-08,2021-10-08,2021-10-08,2021-10-08,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2021-10-01,2021-10-07T14:30:00.000Z,3288,3495.4,-5.9335,true,1,1,0,-2.6131,-0.2486,-0.2435,0,-0.2435,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78307871,0.19621104,-1.75879592,-0.86956564,-0.18846706,-0.48935043,0.22912614,-0.47655451,0.22438574,-0.466849,0.22438574,-0.46789654,0,0.00069878,0.00005795,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,129325.82,29.3258,-1.3441,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0.0051,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,-0.7193,0,-0.7193,2021-10-11,2021-10-11,2021-10-11,2021-10-11,2021-10-11,2021-10-11,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2021-10-01,2021-10-07T14:30:00.000Z,3288,3495.4,-5.9335,true,1,1,0,-3.7152,-0.7346,-0.7193,0,-0.7193,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78417107,0.19497987,-3.86996921,0.16103429,-0.72798555,-0.76117185,-0.20421022,-0.53136949,-0.19984716,-0.52051772,-0.19984716,-0.51947748,0,0.00026657,0.00054083,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,128395.58,28.3956,-2.0537,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0.0153,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,-0.2232,0,-0.2232,2021-10-12,2021-10-12,2021-10-12,2021-10-12,2021-10-12,2021-10-12,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2021-10-01,2021-10-07T14:30:00.000Z,3288,3495.4,-5.9335,true,1,1,0,1.0718,-0.2281,-0.2232,0,-0.2232,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78348286,0.19561564,-1.66130476,2.77929274,-0.20021811,-0.33941856,0.27694938,-0.50354686,0.27108206,-0.49296417,0.27108206,-0.4943005,0,0.00033494,0.00062322,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,128109,28.109,-2.2723,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0.0048,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,0.4018,0,0.4018,2021-10-13,2021-10-13,2021-10-13,2021-10-13,2021-10-13,2021-10-13,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2021-10-01,2021-10-07T14:30:00.000Z,3288,3495.4,-5.9335,true,1,1,0,3.7116,0.4107,0.4018,0,0.4018,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78320058,0.19585789,-0.68929514,4.43139319,0.32101131,0.76964379,0.31005789,0.10036771,0.30325482,0.09826592,0.30325482,0.09856392,0,0.00015429,0.00085075,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,128623.74,28.6237,-1.8796,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,-0.0089,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,1.6784,0,1.6784,2021-10-14,2021-10-14,2021-10-14,2021-10-14,2021-10-14,2021-10-14,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2021-10-01,2021-10-07T14:30:00.000Z,3288,3495.4,-5.9335,true,1,1,0,0.2556,1.7143,1.6784,0,1.6784,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78317186,0.19609798,2.50511137,-2.19450695,1.67982685,1.85198969,0.94010457,0.76693582,0.92044276,0.75104803,0.92044276,0.757961,0,0.00078516,0.00013582,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,130782.56,30.7826,-0.2328,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,-0.0359,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,0.7367,0,0.7367,2021-10-15,2021-10-15,2021-10-15,2021-10-15,2021-10-15,2021-10-15,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2021-10-08,2021-10-14T14:30:00.000Z,3369,3567.4,-5.5615,true,1,1,0,-3.9266,0.7522,0.7367,0,0.7367,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78350399,0.1960218,-2.09076917,-1.8750031,0.77932724,0.64369501,0.50578165,0.24517725,0.49533528,0.24015638,0.49533528,0.24134596,0,0.0007742,0.00019856,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,131746.04,31.746,0,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,-0.0155,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,0.4341,0,0.4341,2021-10-18,2021-10-18,2021-10-18,2021-10-18,2021-10-18,2021-10-18,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2021-10-08,2021-10-14T14:30:00.000Z,3369,3567.4,-5.5615,true,1,1,0,-7.3779,0.4431,0.4341,0,0.4341,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78338782,0.19610489,-3.23779515,-4.27865496,0.30490442,0.99564148,-0.40884886,0.85533158,-0.4004913,0.83792032,-0.4004913,0.83456452,0,0.00044262,0.00001746,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,132317.95,32.3179,0,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,-0.009,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,0.7493,0,0.7493,2021-10-19,2021-10-19,2021-10-19,2021-10-19,2021-10-19,2021-10-19,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2021-10-08,2021-10-14T14:30:00.000Z,3369,3567.4,-5.5615,true,1,1,0,1.8911,0.7649,0.7493,0,0.7493,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78267115,0.19706568,-1.48997259,3.43222882,0.77827154,0.71162838,0.37143225,0.39205276,0.36383134,0.38407892,0.36383134,0.38547632,0,0.00145036,0.00111347,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,133309.41,33.3094,0,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,-0.0156,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,0.285,0,0.285,2021-10-20,2021-10-20,2021-10-20,2021-10-20,2021-10-20,2021-10-20,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2021-10-08,2021-10-14T14:30:00.000Z,3369,3567.4,-5.5615,true,1,1,0,2.1935,0.2914,0.285,0,0.285,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78265246,0.19718257,-2.13723877,4.42529008,0.38852602,-0.09721907,0.10450591,0.18675678,0.10249135,0.18229409,0.10249135,0.18248093,0,0.00122539,0.00103976,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,133689.34,33.6893,0,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,-0.0064,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,0.3157,0,0.3157,2021-10-21,2021-10-21,2021-10-21,2021-10-21,2021-10-21,2021-10-21,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2021-10-08,2021-10-14T14:30:00.000Z,3369,3567.4,-5.5615,true,1,1,0,-0.055,0.322,0.3157,0,0.3157,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78364373,0.19619688,-1.21078323,1.16991128,0.24520519,0.62942036,-0.15753675,0.48038012,-0.15438296,0.47079657,-0.15438296,0.47006974,0,0.0004171,0.00028883,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,134111.4,34.1114,0,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,-0.0064,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,-0.2465,0,-0.2465,2021-10-22,2021-10-22,2021-10-22,2021-10-22,2021-10-22,2021-10-22,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2021-10-15,2021-10-21T14:30:00.000Z,3461,3634.6,-4.7763,true,1,1,0,1.2114,-0.2508,-0.2465,0,-0.2465,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78343444,0.19646961,2.20264109,-0.96982926,-0.10071573,-0.85118254,-0.15729407,-0.09387132,-0.15438602,-0.09222018,-0.15438602,-0.0920778,0,0.00096764,0.00090271,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,133780.81,33.7808,-0.2465,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0.0043,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,0.609,0,0.609,2021-10-25,2021-10-25,2021-10-25,2021-10-25,2021-10-25,2021-10-25,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2021-10-15,2021-10-21T14:30:00.000Z,3461,3634.6,-4.7763,true,1,1,0,10.9902,0.6216,0.609,0,0.609,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78399465,0.19594606,6.63765656,4.08162868,0.51848433,1.03407982,0.28097423,0.3395896,0.2752838,0.33276215,0.2752838,0.33367819,0,0.00017643,0.00029094,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,134595.54,34.5955,0,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,-0.0126,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,0.1283,0,0.1283,2021-10-26,2021-10-26,2021-10-26,2021-10-26,2021-10-26,2021-10-26,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2021-10-15,2021-10-21T14:30:00.000Z,3461,3634.6,-4.7763,true,1,1,0,-2.2549,0.1305,0.1283,0,0.1283,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78313684,0.196,-4.75489868,2.62480814,0.09553307,0.27036012,0.41398729,-0.28228796,0.40584684,-0.27641218,0.40584684,-0.27754354,0,0.00052878,0.00053602,0,0,0.00095121,0.00095121,0.00095121,0,0,0.00000955,0,qore-causal-etf-execution-v2,baseline,134768.22,34.7682,0,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,-0.0022,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,-0.2847,0,-0.2847,2021-10-27,2021-10-27,2021-10-27,2021-10-27,2021-10-27,2021-10-27,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2021-10-15,2021-10-21T14:30:00.000Z,3461,3634.6,-4.7763,true,1,1,0,2.5577,-0.2909,-0.2847,0,-0.2847,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78318513,0.1959202,3.36008053,-0.77632141,-0.43420138,0.28245726,0.12816275,-0.4185314,0.12548304,-0.40971857,0.12548304,-0.4102327,0,0.0007852,0.0001357,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,134384.54,34.3845,-0.2847,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0.0061,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,0.9789,0,0.9789,2021-10-28,2021-10-28,2021-10-28,2021-10-28,2021-10-28,2021-10-28,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2021-10-15,2021-10-21T14:30:00.000Z,3461,3634.6,-4.7763,true,1,1,0,-5.7213,0.9998,0.9789,0,0.9789,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78191371,0.1971817,-3.56968911,-2.23123044,0.97763217,1.08828686,0.3714129,0.62602698,0.36376124,0.61292659,0.36376124,0.61515618,0,0.00195907,0.00097843,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,135700.03,35.7,0,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,-0.0208,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,0.2441,0,0.2441,2021-10-29,2021-10-29,2021-10-29,2021-10-29,2021-10-29,2021-10-29,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2021-10-22,2021-10-28T14:30:00.000Z,3548,3695.4,-3.9887,true,1,1,0,-4.2531,0.2488,0.2441,0,0.2441,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78244735,0.19665225,-3.57884082,-0.69930644,0.17795895,0.53196418,-0.60129617,0.85555784,-0.58924063,0.83824831,-0.58924063,0.83330901,0,0.00196902,0.00119178,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,136031.27,36.0313,0,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,-0.0047,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,0.2233,0,0.2233,2021-11-01,2021-11-01,2021-11-01,2021-11-01,2021-11-01,2021-11-01,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2021-10-22,2021-10-28T14:30:00.000Z,3548,3695.4,-3.9887,true,1,1,0,-5.7963,0.2279,0.2233,0,0.2233,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78171732,0.19760113,-4.33369056,-1.52888143,0.21084644,0.29603305,0.22292072,0.00498405,0.21809958,0.00521169,0.21809958,0.00522306,0,0.00248476,0.0017581,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,136335.03,36.335,0,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,-0.0046,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,0.3862,0,0.3862,2021-11-02,2021-11-02,2021-11-02,2021-11-02,2021-11-02,2021-11-02,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2021-10-22,2021-10-28T14:30:00.000Z,3548,3695.4,-3.9887,true,1,1,0,5.9229,0.3943,0.3862,0,0.3862,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.78163313,0.19768559,4.08281206,1.76795408,0.38765643,0.4208191,-0.00370246,0.39804345,-0.00390438,0.39012207,-0.00390438,0.39010683,0,0.00258204,0.00190157,0,0,0,0,0,0,0,0,0,qore-causal-etf-execution-v2,baseline,136861.55,36.8616,0,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,-0.0081,train,train
ngas-all-year-beta,all-year-beta,ngas-summer-alpha,summer-alpha,US-INDEX-BASKET,NG=F,0.6865,0.0001,0.6864,2021-11-03,2021-11-03,2021-11-03,2021-11-03,2021-11-03,2021-11-03,long,US-INDEX-BASKET,index-fallback,index-fallback,index-fallback,0,0,0,0,0,0,0,0,0,0,2021-10-22,2021-10-28T14:30:00.000Z,3548,3695.4,-3.9887,true,1,1,0,5.5375,0.6999,0.6865,0.0001,0.6864,false,UNG,Yahoo daily split-and-distribution-adjusted open and close,0,0,0.784,0.196,0.81433017,4.68498036,0.60279225,1.08827934,-0.06982327,0.77016256,-0.0677612,0.75475931,-0.0677612,0.75419299,0,0.00257073,0.00196982,0,0.00305352,0.00243864,0.00549217,0.00549217,0,0.00003051,0.00002437,0,qore-causal-etf-execution-v2,baseline,137800.97,37.801,0,0,,fixed,none,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,-0.0135,train,train
